,neighborhood,building_class_at_time_of_sale,block,lot,residential_units,tax_class_at_time_of_sale,year_built,sale_price,sale_date,building_class_1,building_class_2
1295,ASTORIA,R4,905.0,1284.0,1,2.0,1989-01-01,799000.0,2021-03-12,R,4
1296,ASTORIA,R4,905.0,1329.0,1,2.0,1989-01-01,384500.0,2021-06-09,R,4
1298,ASTORIA,R4,905.0,1352.0,1,2.0,1989-01-01,312500.0,2021-06-09,R,4
1300,ASTORIA,R4,905.0,1395.0,1,2.0,1989-01-01,750000.0,2021-12-14,R,4
1301,ASTORIA,R4,905.0,1398.0,1,2.0,1989-01-01,859000.0,2021-01-13,R,4
1322,ASTORIA,R1,502.0,1003.0,1,2.0,2018-01-01,555000.0,2021-05-12,R,1
1323,ASTORIA,R1,502.0,1004.0,1,2.0,2018-01-01,555000.0,2021-05-04,R,1
1324,ASTORIA,R1,502.0,1005.0,1,2.0,2018-01-01,560000.0,2021-06-29,R,1
1325,ASTORIA,R1,502.0,1006.0,1,2.0,2018-01-01,565000.0,2021-08-04,R,1
1326,ASTORIA,R1,502.0,1007.0,1,2.0,2018-01-01,526500.0,2021-11-12,R,1
1327,ASTORIA,R1,502.0,1008.0,1,2.0,2018-01-01,570000.0,2021-05-14,R,1
1328,ASTORIA,R1,502.0,1009.0,1,2.0,2018-01-01,1087500.0,2021-05-20,R,1
1329,ASTORIA,R1,570.0,1408.0,1,2.0,2010-01-01,665000.0,2021-04-30,R,1
1330,ASTORIA,R1,574.0,1201.0,1,2.0,2018-01-01,635000.0,2021-04-08,R,1
1331,ASTORIA,R1,574.0,1202.0,1,2.0,2018-01-01,920000.0,2021-01-11,R,1
1332,ASTORIA,R1,574.0,1203.0,1,2.0,2018-01-01,650000.0,2021-02-03,R,1
1333,ASTORIA,R1,574.0,1204.0,1,2.0,2018-01-01,660000.0,2021-01-19,R,1
1334,ASTORIA,R1,574.0,1206.0,1,2.0,2018-01-01,683125.0,2021-01-08,R,1
1335,ASTORIA,R1,588.0,1008.0,1,2.0,2018-01-01,695287.0,2021-12-30,R,1
1336,ASTORIA,R1,616.0,1006.0,1,2.0,2006-01-01,112165.0,2021-05-26,R,1
1339,ASTORIA,R1,654.0,1105.0,1,2.0,2017-01-01,1215000.0,2021-10-04,R,1
1551,BAYSIDE,A5,5546.0,29.0,1,1.0,1950-01-01,751000.0,2021-01-15,A,5
1553,BAYSIDE,A0,5561.0,19.0,1,1.0,1955-01-01,780000.0,2021-01-26,A,0
1554,BAYSIDE,A2,5774.0,46.0,1,1.0,1950-01-01,1020000.0,2021-10-18,A,2
1555,BAYSIDE,A2,5774.0,48.0,1,1.0,1950-01-01,930000.0,2021-03-31,A,2
1556,BAYSIDE,A1,5777.0,53.0,1,1.0,1965-01-01,999000.0,2021-02-26,A,1
1557,BAYSIDE,A1,5780.0,44.0,1,1.0,1965-01-01,945000.0,2021-06-22,A,1
1558,BAYSIDE,A0,5790.0,32.0,1,1.0,1950-01-01,865000.0,2021-07-23,A,0
1561,BAYSIDE,A0,5797.0,46.0,1,1.0,1960-01-01,950000.0,2021-10-22,A,0
1562,BAYSIDE,A5,5798.0,50.0,1,1.0,1940-01-01,680000.0,2021-11-03,A,5
1563,BAYSIDE,A5,5798.0,51.0,1,1.0,1940-01-01,720000.0,2021-07-15,A,5
1564,BAYSIDE,A5,5798.0,52.0,1,1.0,1940-01-01,755500.0,2021-06-30,A,5
1565,BAYSIDE,A5,5798.0,54.0,1,1.0,1940-01-01,10.0,2021-08-02,A,5
1566,BAYSIDE,A5,5799.0,14.0,1,1.0,1950-01-01,770000.0,2021-03-11,A,5
1567,BAYSIDE,A5,5799.0,18.0,1,1.0,1950-01-01,635000.0,2021-02-26,A,5
1568,BAYSIDE,A5,5799.0,19.0,1,1.0,1950-01-01,740000.0,2021-11-18,A,5
1569,BAYSIDE,A5,5799.0,38.0,1,1.0,1950-01-01,730000.0,2021-04-29,A,5
1570,BAYSIDE,A2,5800.0,6.0,1,1.0,1955-01-01,930000.0,2021-03-17,A,2
1574,BAYSIDE,A0,5804.0,67.0,1,1.0,1950-01-01,1022000.0,2021-06-29,A,0
1575,BAYSIDE,A0,5805.0,40.0,1,1.0,1955-01-01,808000.0,2021-01-19,A,0
1576,BAYSIDE,A0,5805.0,68.0,1,1.0,1950-01-01,1100000.0,2021-09-02,A,0
1577,BAYSIDE,A1,5806.0,44.0,1,1.0,1945-01-01,1914310.0,2021-02-16,A,1
1578,BAYSIDE,A0,5806.0,74.0,1,1.0,1945-01-01,845000.0,2021-09-03,A,0
1579,BAYSIDE,A1,5807.0,59.0,1,1.0,1945-01-01,998000.0,2021-08-26,A,1
1580,BAYSIDE,A2,5863.0,382.0,1,1.0,1950-01-01,950000.0,2021-09-21,A,2
1581,BAYSIDE,A1,5863.0,416.0,1,1.0,1960-01-01,895000.0,2021-01-08,A,1
1582,BAYSIDE,A1,5863.0,420.0,1,1.0,1960-01-01,900000.0,2021-05-12,A,1
1583,BAYSIDE,A1,5968.0,38.0,1,1.0,1935-01-01,1330000.0,2021-02-22,A,1
1584,BAYSIDE,A1,5970.0,12.0,1,1.0,1935-01-01,960000.0,2021-12-09,A,1
1586,BAYSIDE,A5,5970.0,26.0,1,1.0,1940-01-01,834000.0,2021-11-09,A,5
1587,BAYSIDE,A5,5970.0,27.0,1,1.0,1940-01-01,890000.0,2021-12-08,A,5
1589,BAYSIDE,A2,5970.0,34.0,1,1.0,1940-01-01,900000.0,2021-07-12,A,2
1590,BAYSIDE,A2,5970.0,36.0,1,1.0,1940-01-01,899000.0,2021-11-03,A,2
1591,BAYSIDE,A2,5970.0,42.0,1,1.0,1940-01-01,738000.0,2021-01-21,A,2
1592,BAYSIDE,A1,5971.0,8.0,1,1.0,1950-01-01,1180000.0,2021-05-03,A,1
1593,BAYSIDE,A0,5971.0,18.0,1,1.0,1950-01-01,879000.0,2021-11-30,A,0
1596,BAYSIDE,A1,5976.0,15.0,1,1.0,1940-01-01,1100000.0,2021-09-30,A,1
1597,BAYSIDE,A2,5977.0,20.0,1,1.0,1945-01-01,905000.0,2021-05-05,A,2
1599,BAYSIDE,A5,5977.0,52.0,1,1.0,1930-01-01,775000.0,2021-04-29,A,5
1600,BAYSIDE,A1,5980.0,10.0,1,1.0,1950-01-01,1325000.0,2021-08-06,A,1
1602,BAYSIDE,A2,5986.0,26.0,1,1.0,1960-01-01,998888.0,2021-10-20,A,2
1603,BAYSIDE,A2,5986.0,40.0,1,1.0,1955-01-01,998000.0,2021-06-04,A,2
1604,BAYSIDE,A2,5987.0,50.0,1,1.0,1960-01-01,995000.0,2021-11-19,A,2
1605,BAYSIDE,A2,5989.0,2.0,1,1.0,1960-01-01,980000.0,2021-11-23,A,2
1608,BAYSIDE,A1,5989.0,65.0,1,1.0,1960-01-01,1430000.0,2021-09-30,A,1
1609,BAYSIDE,A2,5990.0,14.0,1,1.0,1960-01-01,1150000.0,2021-06-04,A,2
1610,BAYSIDE,A2,5990.0,36.0,1,1.0,1960-01-01,870000.0,2021-01-29,A,2
1611,BAYSIDE,A2,5990.0,66.0,1,1.0,1960-01-01,1058000.0,2021-08-23,A,2
1612,BAYSIDE,A2,5992.0,12.0,1,1.0,1950-01-01,980000.0,2021-10-22,A,2
1614,BAYSIDE,A2,5993.0,55.0,1,1.0,1950-01-01,1470000.0,2021-08-30,A,2
1616,BAYSIDE,A2,5994.0,67.0,1,1.0,1960-01-01,931000.0,2021-05-28,A,2
1617,BAYSIDE,A2,5995.0,39.0,1,1.0,1945-01-01,972000.0,2021-11-15,A,2
1618,BAYSIDE,A1,5995.0,59.0,1,1.0,1935-01-01,1060000.0,2021-01-22,A,1
1619,BAYSIDE,A2,5995.0,79.0,1,1.0,1945-01-01,980000.0,2021-12-17,A,2
1621,BAYSIDE,A3,5997.0,1.0,1,1.0,2008-01-01,1622000.0,2021-01-11,A,3
1623,BAYSIDE,A1,5998.0,1.0,1,1.0,1950-01-01,1400000.0,2021-07-09,A,1
1624,BAYSIDE,A2,5998.0,26.0,1,1.0,1960-01-01,1188000.0,2021-09-28,A,2
1625,BAYSIDE,A2,5998.0,33.0,1,1.0,1955-01-01,10.0,2021-02-27,A,2
1626,BAYSIDE,A2,5998.0,44.0,1,1.0,1965-01-01,1270000.0,2021-03-12,A,2
1627,BAYSIDE,A1,5999.0,15.0,1,1.0,2019-01-01,1461189.0,2021-06-16,A,1
1628,BAYSIDE,A1,5999.0,17.0,1,1.0,2019-01-01,1374638.0,2021-11-23,A,1
1629,BAYSIDE,A1,6002.0,62.0,1,1.0,1950-01-01,1350000.0,2021-11-23,A,1
1632,BAYSIDE,A1,6004.0,36.0,1,1.0,1940-01-01,1325000.0,2021-02-22,A,1
1636,BAYSIDE,A2,6008.0,37.0,1,1.0,1960-01-01,1720000.0,2021-02-16,A,2
1640,BAYSIDE,A1,6012.0,11.0,1,1.0,1935-01-01,968000.0,2021-06-10,A,1
1641,BAYSIDE,A1,6012.0,13.0,1,1.0,1930-01-01,912000.0,2021-06-14,A,1
1642,BAYSIDE,A1,6014.0,1.0,1,1.0,1920-01-01,1820000.0,2021-04-19,A,1
1644,BAYSIDE,A2,6015.0,28.0,1,1.0,1960-01-01,600000.0,2021-12-03,A,2
1645,BAYSIDE,A2,6016.0,35.0,1,1.0,1960-01-01,1220000.0,2021-10-07,A,2
1646,BAYSIDE,A1,6016.0,46.0,1,1.0,1930-01-01,1188000.0,2021-03-30,A,1
1647,BAYSIDE,A1,6016.0,69.0,1,1.0,1940-01-01,2250000.0,2021-04-28,A,1
1648,BAYSIDE,A1,6017.0,15.0,1,1.0,1930-01-01,1100000.0,2021-02-11,A,1
1649,BAYSIDE,A2,6018.0,48.0,1,1.0,1960-01-01,1268000.0,2021-06-09,A,2
1650,BAYSIDE,A2,6019.0,27.0,1,1.0,1960-01-01,1130000.0,2021-07-21,A,2
1651,BAYSIDE,A2,6019.0,97.0,1,1.0,1960-01-01,1290000.0,2021-11-19,A,2
1652,BAYSIDE,A5,6020.0,35.0,1,1.0,1945-01-01,745000.0,2021-07-15,A,5
1654,BAYSIDE,A1,6022.0,11.0,1,1.0,1930-01-01,780000.0,2021-10-06,A,1
1655,BAYSIDE,A1,6022.0,12.0,1,1.0,1930-01-01,930000.0,2021-11-30,A,1
1657,BAYSIDE,A5,6023.0,14.0,1,1.0,1940-01-01,850000.0,2021-03-05,A,5
1658,BAYSIDE,A5,6023.0,19.0,1,1.0,1940-01-01,850000.0,2021-09-22,A,5
1662,BAYSIDE,A5,6026.0,38.0,1,1.0,1925-01-01,639000.0,2021-02-19,A,5
1663,BAYSIDE,A5,6026.0,42.0,1,1.0,1925-01-01,580403.0,2021-09-22,A,5
1666,BAYSIDE,A5,6027.0,30.0,1,1.0,1930-01-01,820000.0,2021-07-15,A,5
1668,BAYSIDE,A5,6027.0,44.0,1,1.0,1930-01-01,668000.0,2021-07-29,A,5
1669,BAYSIDE,A5,6027.0,49.0,1,1.0,1930-01-01,681000.0,2021-05-10,A,5
1670,BAYSIDE,A5,6027.0,60.0,1,1.0,1930-01-01,780000.0,2021-08-20,A,5
1671,BAYSIDE,A0,6028.0,10.0,1,1.0,1945-01-01,845000.0,2021-09-29,A,0
1672,BAYSIDE,A1,6029.0,1.0,1,1.0,1930-01-01,840000.0,2021-08-25,A,1
1673,BAYSIDE,A0,6031.0,3.0,1,1.0,1950-01-01,1891909.0,2021-05-26,A,0
1674,BAYSIDE,A5,6031.0,12.0,1,1.0,1935-01-01,725000.0,2021-02-19,A,5
1675,BAYSIDE,A5,6031.0,27.0,1,1.0,1935-01-01,667000.0,2021-04-22,A,5
1676,BAYSIDE,A5,6031.0,43.0,1,1.0,1935-01-01,665000.0,2021-04-12,A,5
1679,BAYSIDE,A5,6032.0,33.0,1,1.0,1920-01-01,775000.0,2021-01-29,A,5
1681,BAYSIDE,A5,6032.0,41.0,1,1.0,1920-01-01,730000.0,2021-01-21,A,5
1682,BAYSIDE,A5,6033.0,15.0,1,1.0,1930-01-01,778000.0,2021-10-13,A,5
1684,BAYSIDE,A5,6033.0,48.0,1,1.0,1930-01-01,735000.0,2021-06-28,A,5
1685,BAYSIDE,A5,6037.0,48.0,1,1.0,1930-01-01,730000.0,2021-12-30,A,5
1687,BAYSIDE,A5,6037.0,59.0,1,1.0,1930-01-01,660000.0,2021-01-19,A,5
1688,BAYSIDE,A0,6038.0,1.0,1,1.0,1945-01-01,940000.0,2021-02-02,A,0
1690,BAYSIDE,A0,6043.0,25.0,1,1.0,1945-01-01,227000.0,2021-08-25,A,0
1692,BAYSIDE,A0,6043.0,51.0,1,1.0,1945-01-01,890000.0,2021-08-16,A,0
1695,BAYSIDE,A1,6050.0,19.0,1,1.0,1980-01-01,1108500.0,2021-03-26,A,1
1697,BAYSIDE,A3,6053.0,17.0,1,1.0,2018-01-01,1731025.0,2021-04-08,A,3
1700,BAYSIDE,A1,6054.0,43.0,1,1.0,1920-01-01,1160000.0,2021-07-27,A,1
1702,BAYSIDE,A1,6054.0,75.0,1,1.0,1925-01-01,1585000.0,2021-03-03,A,1
1703,BAYSIDE,A1,6055.0,63.0,1,1.0,1940-01-01,1720000.0,2021-08-23,A,1
1704,BAYSIDE,A1,6055.0,66.0,1,1.0,1940-01-01,1730000.0,2021-10-15,A,1
1705,BAYSIDE,A3,6055.0,115.0,1,1.0,1987-01-01,1580000.0,2021-11-10,A,3
1706,BAYSIDE,A1,6056.0,39.0,1,1.0,1940-01-01,480000.0,2021-11-11,A,1
1708,BAYSIDE,A3,6057.0,3.0,1,1.0,2007-01-01,1970000.0,2021-10-04,A,3
1709,BAYSIDE,A1,6057.0,78.0,1,1.0,1940-01-01,1250000.0,2021-04-12,A,1
1710,BAYSIDE,A1,6058.0,5.0,1,1.0,1995-01-01,1800000.0,2021-02-23,A,1
1712,BAYSIDE,A2,6058.0,26.0,1,1.0,1955-01-01,1315000.0,2021-08-29,A,2
1713,BAYSIDE,A1,6059.0,156.0,1,1.0,1930-01-01,1275000.0,2021-11-30,A,1
1714,BAYSIDE,A1,6060.0,1.0,1,1.0,1965-01-01,1251500.0,2021-01-15,A,1
1715,BAYSIDE,A1,6060.0,40.0,1,1.0,1920-01-01,1390000.0,2021-02-18,A,1
1716,BAYSIDE,A1,6061.0,13.0,1,1.0,2005-01-01,1390000.0,2021-05-10,A,1
1717,BAYSIDE,A1,6061.0,34.0,1,1.0,1920-01-01,935000.0,2021-12-28,A,1
1721,BAYSIDE,A5,6063.0,47.0,1,1.0,1940-01-01,820000.0,2021-01-11,A,5
1722,BAYSIDE,A5,6074.0,7.0,1,1.0,1930-01-01,750000.0,2021-08-02,A,5
1723,BAYSIDE,A5,6074.0,29.0,1,1.0,1930-01-01,747500.0,2021-09-30,A,5
1726,BAYSIDE,A5,6075.0,28.0,1,1.0,1930-01-01,848000.0,2021-06-22,A,5
1727,BAYSIDE,A5,6075.0,36.0,1,1.0,1930-01-01,590000.0,2021-02-25,A,5
1729,BAYSIDE,A5,6076.0,24.0,1,1.0,1930-01-01,850000.0,2021-01-31,A,5
1731,BAYSIDE,A1,6078.0,68.0,1,1.0,1920-01-01,780000.0,2021-01-21,A,1
1733,BAYSIDE,A0,6079.0,56.0,1,1.0,1950-01-01,820000.0,2021-02-04,A,0
1734,BAYSIDE,A0,6080.0,15.0,1,1.0,1945-01-01,726000.0,2021-09-30,A,0
1736,BAYSIDE,A5,6081.0,30.0,1,1.0,1930-01-01,722000.0,2021-03-17,A,5
1737,BAYSIDE,A5,6082.0,2.0,1,1.0,1930-01-01,341472.0,2021-04-29,A,5
1738,BAYSIDE,A5,6082.0,14.0,1,1.0,1930-01-01,688000.0,2021-06-11,A,5
1739,BAYSIDE,A5,6082.0,35.0,1,1.0,1930-01-01,685000.0,2021-02-17,A,5
1740,BAYSIDE,A5,6082.0,38.0,1,1.0,1930-01-01,710000.0,2021-09-15,A,5
1741,BAYSIDE,A5,6083.0,12.0,1,1.0,1930-01-01,575000.0,2021-06-14,A,5
1742,BAYSIDE,A5,6086.0,26.0,1,1.0,1940-01-01,725816.0,2021-02-26,A,5
1743,BAYSIDE,A5,6086.0,46.0,1,1.0,1940-01-01,570000.0,2021-10-29,A,5
1744,BAYSIDE,A5,6087.0,8.0,1,1.0,1930-01-01,760000.0,2021-06-21,A,5
1745,BAYSIDE,A5,6090.0,9.0,1,1.0,1955-01-01,680000.0,2021-03-15,A,5
1746,BAYSIDE,A1,6093.0,2.0,1,1.0,1925-01-01,860000.0,2021-06-22,A,1
1748,BAYSIDE,A1,6096.0,7.0,1,1.0,1925-01-01,918000.0,2021-05-14,A,1
1749,BAYSIDE,A1,6096.0,11.0,1,1.0,1925-01-01,980000.0,2021-09-30,A,1
1750,BAYSIDE,A1,6096.0,19.0,1,1.0,1925-01-01,990000.0,2021-12-06,A,1
1751,BAYSIDE,A1,6097.0,36.0,1,1.0,1920-01-01,948800.0,2021-08-11,A,1
1752,BAYSIDE,A1,6098.0,7.0,1,1.0,1935-01-01,887500.0,2021-05-21,A,1
1753,BAYSIDE,A2,6098.0,17.0,1,1.0,1950-01-01,950000.0,2021-05-21,A,2
1757,BAYSIDE,A0,6102.0,27.0,1,1.0,1950-01-01,1480000.0,2021-11-08,A,0
1759,BAYSIDE,A1,6107.0,32.0,1,1.0,1935-01-01,995000.0,2021-07-29,A,1
1762,BAYSIDE,A1,6112.0,21.0,1,1.0,1920-01-01,690000.0,2021-01-25,A,1
1763,BAYSIDE,A1,6112.0,83.0,1,1.0,1920-01-01,1200000.0,2021-08-06,A,1
1764,BAYSIDE,A2,6113.0,9.0,1,1.0,1960-01-01,990000.0,2021-10-21,A,2
1765,BAYSIDE,A1,6113.0,13.0,1,1.0,1951-01-01,1420000.0,2021-02-19,A,1
1767,BAYSIDE,A1,6145.0,1.0,1,1.0,1950-01-01,710000.0,2021-02-24,A,1
1768,BAYSIDE,A1,6145.0,18.0,1,1.0,1930-01-01,863888.0,2021-04-23,A,1
1769,BAYSIDE,A1,6146.0,1.0,1,1.0,1920-01-01,820000.0,2021-05-04,A,1
1770,BAYSIDE,A1,6146.0,1.0,1,1.0,1920-01-01,850000.0,2021-10-13,A,1
1771,BAYSIDE,A1,6146.0,26.0,1,1.0,2019-01-01,1565000.0,2021-06-10,A,1
1772,BAYSIDE,A1,6146.0,28.0,1,1.0,2019-01-01,1575000.0,2021-05-26,A,1
1773,BAYSIDE,A1,6146.0,48.0,1,1.0,1920-01-01,870000.0,2021-12-27,A,1
1774,BAYSIDE,A0,6148.0,45.0,1,1.0,1945-01-01,885000.0,2021-03-19,A,0
1776,BAYSIDE,A1,6151.0,28.0,1,1.0,1940-01-01,500000.0,2021-03-16,A,1
1777,BAYSIDE,A1,6152.0,6.0,1,1.0,1930-01-01,1550000.0,2021-12-09,A,1
1778,BAYSIDE,A2,6152.0,24.0,1,1.0,1950-01-01,989999.0,2021-11-23,A,2
1780,BAYSIDE,A0,6152.0,50.0,1,1.0,1950-01-01,1020000.0,2021-08-30,A,0
1781,BAYSIDE,A0,6153.0,10.0,1,1.0,1950-01-01,999800.0,2021-05-27,A,0
1783,BAYSIDE,A0,6153.0,42.0,1,1.0,1950-01-01,990000.0,2021-12-08,A,0
1785,BAYSIDE,A0,6154.0,49.0,1,1.0,1950-01-01,985000.0,2021-10-26,A,0
1786,BAYSIDE,A1,6156.0,17.0,1,1.0,1935-01-01,830000.0,2021-11-23,A,1
1787,BAYSIDE,A2,6156.0,51.0,1,1.0,1950-01-01,770000.0,2021-02-12,A,2
1788,BAYSIDE,A1,6159.0,37.0,1,1.0,1930-01-01,860000.0,2021-08-31,A,1
1790,BAYSIDE,A1,6162.0,26.0,1,1.0,1920-01-01,998000.0,2021-03-26,A,1
1791,BAYSIDE,A1,6162.0,35.0,1,1.0,1960-01-01,1098000.0,2021-09-28,A,1
1792,BAYSIDE,A1,6163.0,18.0,1,1.0,1920-01-01,1120000.0,2021-10-07,A,1
1795,BAYSIDE,A2,6168.0,4.0,1,1.0,1956-01-01,1060000.0,2021-06-18,A,2
1796,BAYSIDE,A5,6169.0,40.0,1,1.0,1960-01-01,800000.0,2021-12-15,A,5
1797,BAYSIDE,A1,6170.0,36.0,1,1.0,1920-01-01,1055000.0,2021-08-31,A,1
1799,BAYSIDE,A2,6171.0,39.0,1,1.0,1925-01-01,908000.0,2021-01-22,A,2
1800,BAYSIDE,A1,6175.0,14.0,1,1.0,1925-01-01,858539.0,2021-07-26,A,1
1803,BAYSIDE,A1,6178.0,28.0,1,1.0,1920-01-01,1450000.0,2021-07-20,A,1
1806,BAYSIDE,A1,6185.0,41.0,1,1.0,1920-01-01,792000.0,2021-07-20,A,1
1808,BAYSIDE,A2,6186.0,42.0,1,1.0,1950-01-01,900500.0,2021-12-20,A,2
1810,BAYSIDE,A3,6188.0,36.0,1,1.0,1999-01-01,1365000.0,2021-05-11,A,3
1813,BAYSIDE,A2,6192.0,1.0,1,1.0,1960-01-01,990000.0,2021-11-12,A,2
1814,BAYSIDE,A1,6195.0,1.0,1,1.0,2013-01-01,1620000.0,2021-09-10,A,1
1816,BAYSIDE,A1,6199.0,4.0,1,1.0,1935-01-01,495000.0,2021-04-29,A,1
1817,BAYSIDE,A1,6199.0,4.0,1,1.0,1935-01-01,650000.0,2021-05-18,A,1
1820,BAYSIDE,A2,6200.0,5.0,1,1.0,1950-01-01,1570142.0,2021-07-27,A,2
1821,BAYSIDE,A1,6200.0,35.0,1,1.0,1930-01-01,1250000.0,2021-08-18,A,1
1822,BAYSIDE,A1,6201.0,25.0,1,1.0,1930-01-01,592000.0,2021-03-26,A,1
1824,BAYSIDE,A5,6203.0,34.0,1,1.0,1955-01-01,750000.0,2021-03-22,A,5
1825,BAYSIDE,A1,6204.0,46.0,1,1.0,1940-01-01,1248000.0,2021-09-01,A,1
1827,BAYSIDE,A1,6205.0,50.0,1,1.0,1915-01-01,850000.0,2021-05-26,A,1
1828,BAYSIDE,A1,6207.0,12.0,1,1.0,1930-01-01,1135000.0,2021-05-14,A,1
1830,BAYSIDE,A1,6211.0,19.0,1,1.0,1920-01-01,820000.0,2021-04-09,A,1
1832,BAYSIDE,A1,6221.0,8.0,1,1.0,1920-01-01,274000.0,2021-02-19,A,1
1834,BAYSIDE,A1,6221.0,42.0,1,1.0,1920-01-01,1120000.0,2021-04-29,A,1
1835,BAYSIDE,A1,6233.0,5.0,1,1.0,1920-01-01,1320000.0,2021-10-06,A,1
1836,BAYSIDE,A1,6239.0,20.0,1,1.0,1920-01-01,980000.0,2021-04-22,A,1
1837,BAYSIDE,A1,6239.0,28.0,1,1.0,1920-01-01,650000.0,2021-01-29,A,1
1838,BAYSIDE,A1,6239.0,40.0,1,1.0,1920-01-01,1168000.0,2021-10-04,A,1
1839,BAYSIDE,A1,6240.0,32.0,1,1.0,1920-01-01,1285000.0,2021-11-17,A,1
1840,BAYSIDE,A1,6244.0,42.0,1,1.0,1930-01-01,1365000.0,2021-10-27,A,1
1841,BAYSIDE,A5,6244.0,123.0,1,1.0,1940-01-01,640000.0,2021-12-07,A,5
1842,BAYSIDE,A1,6245.0,37.0,1,1.0,1930-01-01,575000.0,2021-10-07,A,1
1845,BAYSIDE,A5,6247.0,18.0,1,1.0,1950-01-01,899000.0,2021-06-23,A,5
1846,BAYSIDE,A5,6247.0,19.0,1,1.0,1950-01-01,930000.0,2021-10-29,A,5
1847,BAYSIDE,A1,6247.0,30.0,1,1.0,1930-01-01,1240000.0,2021-11-10,A,1
1848,BAYSIDE,A1,6248.0,1.0,1,1.0,1930-01-01,999000.0,2021-07-23,A,1
1851,BAYSIDE,A1,6254.0,16.0,1,1.0,1920-01-01,250000.0,2021-10-01,A,1
1853,BAYSIDE,A1,6255.0,26.0,1,1.0,1930-01-01,1250000.0,2021-01-14,A,1
1854,BAYSIDE,A1,6255.0,33.0,1,1.0,1910-01-01,2460000.0,2021-10-25,A,1
1858,BAYSIDE,A1,6276.0,26.0,1,1.0,1920-01-01,950000.0,2021-06-07,A,1
1859,BAYSIDE,A2,6276.0,56.0,1,1.0,1960-01-01,1096000.0,2021-07-22,A,2
1860,BAYSIDE,A5,6279.0,12.0,1,1.0,1950-01-01,830000.0,2021-02-09,A,5
1862,BAYSIDE,A5,6279.0,13.0,1,1.0,1950-01-01,830000.0,2021-07-09,A,5
1864,BAYSIDE,A1,6304.0,12.0,1,1.0,1925-01-01,900000.0,2021-03-26,A,1
1865,BAYSIDE,A5,6305.0,11.0,1,1.0,1965-01-01,786000.0,2021-06-08,A,5
1866,BAYSIDE,A1,6309.0,5.0,1,1.0,1940-01-01,970000.0,2021-08-30,A,1
1867,BAYSIDE,A1,6309.0,7.0,1,1.0,1940-01-01,985000.0,2021-04-05,A,1
1868,BAYSIDE,A1,6315.0,42.0,1,1.0,1960-01-01,1175000.0,2021-11-05,A,1
1869,BAYSIDE,A1,6317.0,32.0,1,1.0,1940-01-01,855000.0,2021-11-18,A,1
1871,BAYSIDE,A1,6320.0,4.0,1,1.0,1920-01-01,1225000.0,2021-12-30,A,1
1872,BAYSIDE,A1,6321.0,15.0,1,1.0,1920-01-01,780000.0,2021-11-10,A,1
1873,BAYSIDE,A1,6321.0,52.0,1,1.0,1920-01-01,745000.0,2021-03-01,A,1
1875,BAYSIDE,A1,6323.0,1.0,1,1.0,1920-01-01,975000.0,2021-07-01,A,1
1876,BAYSIDE,A1,6324.0,14.0,1,1.0,1920-01-01,1150000.0,2021-09-02,A,1
1877,BAYSIDE,A3,6339.0,38.0,1,1.0,1965-01-01,942500.0,2021-02-23,A,3
1878,BAYSIDE,A1,6339.0,53.0,1,1.0,2003-01-01,1385000.0,2021-04-15,A,1
1880,BAYSIDE,A1,6339.0,74.0,1,1.0,1925-01-01,1300000.0,2021-02-10,A,1
1882,BAYSIDE,A2,6343.0,40.0,1,1.0,1960-01-01,830000.0,2021-02-18,A,2
1884,BAYSIDE,A1,6343.0,142.0,1,1.0,1960-01-01,995000.0,2021-08-04,A,1
1885,BAYSIDE,A2,6343.0,148.0,1,1.0,1955-01-01,425000.0,2021-03-02,A,2
1886,BAYSIDE,A2,6344.0,11.0,1,1.0,1955-01-01,920000.0,2021-04-26,A,2
1887,BAYSIDE,A5,7303.0,10.0,1,1.0,1945-01-01,526000.0,2021-05-12,A,5
1888,BAYSIDE,A5,7303.0,15.0,1,1.0,1923-01-01,713000.0,2021-04-29,A,5
1889,BAYSIDE,A5,7306.0,50.0,1,1.0,1955-01-01,820000.0,2021-11-30,A,5
1892,BAYSIDE,A5,7308.0,71.0,1,1.0,1960-01-01,415000.0,2021-11-01,A,5
1894,BAYSIDE,A5,7310.0,126.0,1,1.0,1945-01-01,635000.0,2021-12-29,A,5
1897,BAYSIDE,A5,7320.0,9.0,1,1.0,1965-01-01,609000.0,2021-01-11,A,5
1898,BAYSIDE,A5,7321.0,20.0,1,1.0,1960-01-01,758000.0,2021-12-29,A,5
1899,BAYSIDE,A5,7321.0,28.0,1,1.0,1960-01-01,968000.0,2021-11-10,A,5
1900,BAYSIDE,A5,7321.0,34.0,1,1.0,1955-01-01,1.0,2021-12-01,A,5
1901,BAYSIDE,A1,7322.0,6.0,1,1.0,1935-01-01,1055000.0,2021-11-19,A,1
1902,BAYSIDE,A5,7325.0,45.0,1,1.0,1960-01-01,634500.0,2021-01-23,A,5
1904,BAYSIDE,A5,7326.0,20.0,1,1.0,1955-01-01,732500.0,2021-03-08,A,5
1906,BAYSIDE,A5,7326.0,60.0,1,1.0,1955-01-01,770000.0,2021-07-28,A,5
1907,BAYSIDE,A5,7327.0,22.0,1,1.0,1961-01-01,800000.0,2021-07-16,A,5
1908,BAYSIDE,A5,7334.0,19.0,1,1.0,1930-01-01,700000.0,2021-05-26,A,5
